feature,avg_abs_weight
rerror_rate,0.06435430906752218
is_guest_login,0.056774197562141644
root_shell,0.05008222361216396
same_srv_rate,0.044830668876525634
srv_rerror_rate,0.04342830434004023
urgent,0.041226711713097726
srv_serror_rate,0.027491668469122363
srv_diff_host_rate,0.02534275472106793
wrong_fragment,0.025331791847098394
dst_host_srv_rerror_rate,0.024940449431072913
num_file_creations,0.023283356357342327
diff_srv_rate,0.023273782941986156
is_host_login,0.023161987450955903
serror_rate,0.022070163788200023
dst_host_srv_serror_rate,0.02011285404561431
dst_host_count,0.01995872963625544
dst_host_rerror_rate,0.01924750787720859
su_attempted,0.0175122724915942
dst_host_diff_srv_rate,0.016017500675781372
num_root,0.014319792479725087
dst_host_serror_rate,0.013237309119690153
logged_in,0.013219635929741331
dst_host_same_srv_rate,0.012552390907833257
dst_host_same_src_port_rate,0.009785839810259458
count,0.008290546600902364
num_shells,0.008246206032320383
dst_host_srv_count,0.007051439249659927
srv_count,0.005962058284517461
num_access_files,0.004431297818066301
num_compromised,0.003970769736389657
land,0.0039039931844274322
num_failed_logins,0.0038772067120650604
dst_host_srv_diff_host_rate,0.002823682026921551
hot,0.0017672073246121473
service,0.001557346837110832
duration,0.0010174129162802083
dst_bytes,0.0009792382908431578
protocol_type,0.0009761033965511533
src_bytes,0.0004985838957640564
flag,0.00032514763745049633
num_outbound_cmds,0.0
