feature,avg_abs_weight
rerror_rate,0.06539122202598924
is_guest_login,0.057136712940296985
same_srv_rate,0.04521947623825764
srv_rerror_rate,0.04403889598464725
root_shell,0.0437023547044744
is_host_login,0.04058482123367828
wrong_fragment,0.035260222078937885
srv_serror_rate,0.030615307721126715
num_shells,0.027053618014200816
srv_diff_host_rate,0.026808362830670576
urgent,0.026229897463457007
su_attempted,0.025730558974962688
dst_host_srv_rerror_rate,0.02413753721890814
serror_rate,0.022623388681036666
diff_srv_rate,0.021955221733777598
dst_host_srv_serror_rate,0.021285219101665066
dst_host_count,0.019543135679152994
dst_host_rerror_rate,0.018463829407316258
land,0.01826104616830394
dst_host_same_src_port_rate,0.017897320851875134
dst_host_diff_srv_rate,0.016895120776892505
logged_in,0.015112420945275404
num_file_creations,0.013219528412680322
dst_host_serror_rate,0.012959759096665132
num_access_files,0.011371335313791295
count,0.00840993664876024
dst_host_srv_count,0.00799091803472366
dst_host_same_srv_rate,0.0074177784403153795
num_root,0.007320096664184915
srv_count,0.00660140599497702
num_failed_logins,0.00495585397163883
num_compromised,0.003060371008517311
hot,0.002404498833815323
dst_host_srv_diff_host_rate,0.0023758386844643623
protocol_type,0.0018550167528180522
flag,0.0013994360469470838
dst_bytes,0.0012133552245386452
duration,0.0008101887498003183
src_bytes,0.0006311190748529571
service,0.0003190896290258752
num_outbound_cmds,0.0
