feature,avg_abs_weight
rerror_rate,0.06568595190858202
is_guest_login,0.055906217900843796
srv_rerror_rate,0.04384615228837137
same_srv_rate,0.043446665687421164
root_shell,0.041800000230668787
is_host_login,0.0335129291563154
wrong_fragment,0.03200631511915533
land,0.029077644591418136
srv_serror_rate,0.028985448516943062
num_shells,0.025234096848373626
srv_diff_host_rate,0.025212840630499105
dst_host_srv_rerror_rate,0.02496898383206492
diff_srv_rate,0.023044861608955296
serror_rate,0.021770955496914657
num_file_creations,0.0216825546283873
dst_host_rerror_rate,0.019643251395774726
dst_host_srv_serror_rate,0.0189244168932388
su_attempted,0.01847954775201839
dst_host_count,0.018263138821248835
urgent,0.016478539718969017
logged_in,0.014103450317174828
dst_host_serror_rate,0.012626363488495211
dst_host_same_src_port_rate,0.012159202141658563
dst_host_same_srv_rate,0.010106998561242649
dst_host_diff_srv_rate,0.009644529538525884
num_root,0.009461053232539419
count,0.007894222921141338
dst_host_srv_count,0.007323184408449399
srv_count,0.007002486635412419
num_access_files,0.006926059329004942
service,0.0062806609009632315
num_failed_logins,0.004868031454357235
num_compromised,0.003988841859652
hot,0.002420177290468593
dst_host_srv_diff_host_rate,0.0019985232886351634
flag,0.0011609829696181888
duration,0.0010843741645965219
src_bytes,0.0010373504488794753
dst_bytes,0.0009690276452560307
protocol_type,0.0008736063550810511
num_outbound_cmds,0.0
