feature,avg_abs_weight
rerror_rate,0.06525438411519306
is_guest_login,0.05651893241900517
srv_rerror_rate,0.04410942240566594
same_srv_rate,0.043787676144875526
root_shell,0.04276731146869979
wrong_fragment,0.030251473308097722
srv_serror_rate,0.028191095702585142
num_shells,0.02658152727351676
srv_diff_host_rate,0.025346714209546085
is_host_login,0.025168546806872055
land,0.024621560758003546
dst_host_srv_rerror_rate,0.024489715694269887
diff_srv_rate,0.023177498076374065
urgent,0.022610509844915975
serror_rate,0.02202906528342981
dst_host_same_src_port_rate,0.021260173539179656
dst_host_srv_serror_rate,0.019212619759434828
dst_host_rerror_rate,0.019034688049180435
dst_host_count,0.018489089002127965
su_attempted,0.014701617177651298
logged_in,0.014244057736024296
num_file_creations,0.01393057785351031
dst_host_diff_srv_rate,0.013883228850401294
dst_host_serror_rate,0.01191385015911916
dst_host_same_srv_rate,0.00937940043640423
count,0.008167767534753125
dst_host_srv_count,0.007775553862169741
num_root,0.007457095462955389
num_access_files,0.00683380312877766
srv_count,0.006462156908351638
num_failed_logins,0.004156283346072082
num_compromised,0.003165763638797067
dst_host_srv_diff_host_rate,0.0026774541322399496
service,0.002345272147464758
hot,0.00217499614706668
protocol_type,0.0011880412639754267
duration,0.001165932173886093
src_bytes,0.0010136046415677384
flag,0.0009342456444378113
dst_bytes,0.0009119287321681594
num_outbound_cmds,0.0
