feature,avg_abs_weight
rerror_rate,0.06514672875160353
is_guest_login,0.056268986015309996
srv_rerror_rate,0.04404214477012599
same_srv_rate,0.043800539101270054
root_shell,0.04372192524532763
wrong_fragment,0.03005401066545311
dst_host_same_src_port_rate,0.02851732014973084
srv_serror_rate,0.028247058502988833
num_shells,0.026472245456323745
is_host_login,0.026436802250143446
land,0.02592353904287147
srv_diff_host_rate,0.025283449942556217
dst_host_srv_rerror_rate,0.024704924785097466
urgent,0.023575993499376856
diff_srv_rate,0.022755697164077444
serror_rate,0.021975841435861638
count,0.019789973416701388
srv_count,0.019492825050709962
dst_host_rerror_rate,0.01926216150924538
dst_host_srv_serror_rate,0.019173664241312203
dst_host_count,0.018462242013838105
su_attempted,0.016056077564023226
logged_in,0.014309596521956725
num_file_creations,0.013120118397841697
dst_host_same_srv_rate,0.012324543140331198
dst_host_serror_rate,0.012032635586477604
dst_host_srv_count,0.010964581404545006
dst_host_diff_srv_rate,0.0102028264076504
num_root,0.008045997834503606
num_access_files,0.006382864214696196
num_failed_logins,0.003966137030183579
num_compromised,0.0030112010795468004
dst_host_srv_diff_host_rate,0.002331089953964695
service,0.002044552046963997
hot,0.0017580164237108867
protocol_type,0.001712471862222612
duration,0.001164807308017129
src_bytes,0.0008574942337719755
flag,0.0008332325388245565
dst_bytes,0.0008120006128286018
num_outbound_cmds,0.0
