feature,avg_abs_weight
rerror_rate,0.06504598214145799
is_guest_login,0.05667559307095422
srv_rerror_rate,0.04394333829208179
same_srv_rate,0.04353152996479701
root_shell,0.040232743482793036
num_shells,0.030467017690593172
wrong_fragment,0.02993834514069341
dst_host_same_src_port_rate,0.0282101897989783
srv_serror_rate,0.02808841813969835
dst_host_diff_srv_rate,0.025698018019019598
srv_diff_host_rate,0.025152741294675585
dst_host_srv_rerror_rate,0.024604214724215794
is_host_login,0.023979478235958054
land,0.023400384052395858
diff_srv_rate,0.02303774224690304
urgent,0.022717998075188366
serror_rate,0.021687215937472075
dst_host_srv_serror_rate,0.019079503432486516
dst_host_rerror_rate,0.019062307685591383
dst_host_count,0.018550401784126567
su_attempted,0.015652564485104017
logged_in,0.014276999250426036
num_file_creations,0.012903197057213966
dst_host_serror_rate,0.012207818566196366
dst_host_same_srv_rate,0.01077359728395934
num_root,0.00907988417233982
count,0.008129296630484258
dst_host_srv_count,0.008016235734086255
flag,0.006783273384002459
num_access_files,0.006494527501820913
srv_count,0.0064687022491949795
num_failed_logins,0.003718354864761229
num_compromised,0.003281984764068486
dst_host_srv_diff_host_rate,0.0024834212827525006
hot,0.0019990823586356196
service,0.0014207901225422347
duration,0.0011352133999293626
protocol_type,0.0010536081244534963
dst_bytes,0.0007707760984421142
src_bytes,0.0007596528782118265
num_outbound_cmds,0.0
