feature,avg_abs_weight
rerror_rate,0.06550778025314773
is_guest_login,0.05691226080578709
srv_rerror_rate,0.04369082409508119
same_srv_rate,0.04361585705059533
root_shell,0.04231160433695807
wrong_fragment,0.03124293707655153
land,0.03031025908378221
srv_serror_rate,0.02845577548466096
dst_host_same_src_port_rate,0.02739854955511472
srv_diff_host_rate,0.026014293880873302
dst_host_srv_rerror_rate,0.02533893613353144
is_host_login,0.025239321256807525
num_shells,0.02290300627954865
urgent,0.022727333507190306
serror_rate,0.022466030436240673
diff_srv_rate,0.022406832918636058
dst_host_diff_srv_rate,0.020546737541289623
dst_host_srv_serror_rate,0.01920370295730811
dst_host_count,0.018656983905052348
dst_host_rerror_rate,0.018131547011179947
su_attempted,0.01774303529877633
logged_in,0.014112574565467884
num_file_creations,0.012836242755284614
dst_host_serror_rate,0.012005818538981205
dst_host_same_srv_rate,0.008480012803262016
dst_host_srv_count,0.00806905650983815
count,0.007992401507698178
num_root,0.006052451406626182
srv_count,0.005986541560160775
num_failed_logins,0.005652602715752276
num_access_files,0.0051526089258678255
num_compromised,0.003387336717037291
dst_host_srv_diff_host_rate,0.0028232680571653418
service,0.002694077019865871
hot,0.001657454925126261
protocol_type,0.0010576290748706128
src_bytes,0.0010538354598495247
flag,0.0009991755839494256
dst_bytes,0.000972945904311911
duration,0.0009111526951250148
num_outbound_cmds,0.0
