feature,avg_abs_weight
rerror_rate,0.06525943346487456
is_guest_login,0.0570785073506929
root_shell,0.04448936167728963
same_srv_rate,0.04427968513329934
srv_rerror_rate,0.044010857560324725
wrong_fragment,0.030170534562378577
srv_serror_rate,0.028474930749088568
num_shells,0.02766753068396662
srv_diff_host_rate,0.024703900354763848
is_host_login,0.024537847663009874
urgent,0.024008935812495632
diff_srv_rate,0.023284654003520887
dst_host_srv_rerror_rate,0.02239010393391504
serror_rate,0.02236083378128931
land,0.021703089271665088
dst_host_rerror_rate,0.021335781861198114
dst_host_srv_serror_rate,0.01917890049172897
dst_host_count,0.018820688686480902
num_file_creations,0.01627852556095932
dst_host_same_src_port_rate,0.016031960029189343
dst_host_diff_srv_rate,0.014967701728290057
logged_in,0.014717814822905082
dst_host_serror_rate,0.011996299606915022
dst_host_same_srv_rate,0.009523346923554128
num_root,0.009088950452531431
su_attempted,0.008406907779461717
count,0.008146353152699359
dst_host_srv_count,0.008117564804818516
srv_count,0.006411082809617358
num_access_files,0.0058286765771794645
num_compromised,0.003982007066484538
num_failed_logins,0.0032692060617477924
dst_host_srv_diff_host_rate,0.0028752647391384447
hot,0.0017299864369886588
service,0.0014099179273992799
protocol_type,0.001245295844178895
flag,0.0010978804488071682
duration,0.0010667046151149949
src_bytes,0.0010428713257718018
dst_bytes,0.0006424356913688345
num_outbound_cmds,0.0
