feature,avg_abs_weight
rerror_rate,0.06489459803299441
is_guest_login,0.056966666457477305
srv_rerror_rate,0.04404619952217966
same_srv_rate,0.04383707387001091
root_shell,0.03856046882898878
wrong_fragment,0.029552579335453397
num_shells,0.028738420037209597
land,0.027628939477807497
srv_serror_rate,0.027306954951107278
srv_diff_host_rate,0.025196180355905807
dst_host_srv_rerror_rate,0.025093126312799877
is_host_login,0.02507333062065043
diff_srv_rate,0.0240286840368117
serror_rate,0.022172904481889896
dst_host_same_src_port_rate,0.0208550903539397
dst_host_count,0.018809088683013196
urgent,0.018808960154200992
dst_host_srv_serror_rate,0.018678025215009254
dst_host_rerror_rate,0.01803167782248086
su_attempted,0.017312005272724224
num_file_creations,0.01555463561197929
logged_in,0.014344175233459778
dst_host_diff_srv_rate,0.013967398186584969
dst_host_serror_rate,0.012274174749991124
dst_host_same_srv_rate,0.009989976003437673
num_root,0.00944352930715036
num_access_files,0.008084385445620982
srv_count,0.007974842286416272
count,0.007846985565573707
dst_host_srv_count,0.007709757066411935
num_compromised,0.0036406982345824524
num_failed_logins,0.003520010097067853
dst_host_srv_diff_host_rate,0.002651211863728821
hot,0.001839831357475401
service,0.0017115993654300873
protocol_type,0.0015743237016208986
duration,0.0011487529870683392
src_bytes,0.0011061439193481562
flag,0.0007338619159140195
dst_bytes,0.0006715431318262221
num_outbound_cmds,0.0
