feature,avg_abs_weight
rerror_rate,0.06493054594284361
is_guest_login,0.05600924899436024
srv_rerror_rate,0.043924913316732296
same_srv_rate,0.043443923569339196
root_shell,0.04205272133444308
wrong_fragment,0.03151859749691478
land,0.030215862752145047
num_shells,0.028415798393720146
srv_serror_rate,0.028236751170262777
is_host_login,0.0281161814813588
dst_host_same_src_port_rate,0.02676738106489428
srv_diff_host_rate,0.02542815588579684
urgent,0.025071010622937134
dst_host_srv_rerror_rate,0.02425580109246969
diff_srv_rate,0.02320595974864113
serror_rate,0.021722542152185328
dst_host_rerror_rate,0.019123969789501444
dst_host_srv_serror_rate,0.01885009175612718
dst_host_count,0.018619243096202893
dst_host_diff_srv_rate,0.014444946511233785
logged_in,0.014401362744121432
num_file_creations,0.012776723501293606
dst_host_serror_rate,0.011925239950007334
dst_host_same_srv_rate,0.011497867460743211
su_attempted,0.011070412250690007
count,0.008421866242607384
dst_host_srv_count,0.008116474916414531
num_access_files,0.007902043964882439
num_root,0.006946841338703866
srv_count,0.006336488312183383
num_failed_logins,0.004582681570743838
service,0.00393021209609925
num_compromised,0.003161549967408821
dst_host_srv_diff_host_rate,0.002864960979749448
protocol_type,0.0019736100878753374
hot,0.0019027345270602246
duration,0.0011043008896482929
dst_bytes,0.0009064929660776029
src_bytes,0.000828040135564782
flag,0.0007530206482965732
num_outbound_cmds,0.0
