feature,avg_abs_weight
rerror_rate,0.06549334931147528
is_guest_login,0.0558712372473867
srv_rerror_rate,0.04388786570617262
root_shell,0.04336835998057846
same_srv_rate,0.043345309481156266
dst_host_srv_rerror_rate,0.031262196687371235
wrong_fragment,0.02997511782158333
diff_srv_rate,0.028306908802540814
srv_serror_rate,0.028022970998588345
dst_host_same_src_port_rate,0.02791341899822007
dst_host_rerror_rate,0.02770292346183967
num_shells,0.025807677662860875
is_host_login,0.0257391583842565
land,0.025346026083141824
srv_diff_host_rate,0.025230061812805002
dst_host_diff_srv_rate,0.02509495829877091
urgent,0.023234508562185986
serror_rate,0.02164965030634507
dst_host_srv_serror_rate,0.01908951792690434
dst_host_count,0.018530638611189674
su_attempted,0.014502087140920675
logged_in,0.014202314540735754
num_file_creations,0.013514442690498384
dst_host_serror_rate,0.012005178386042935
dst_host_same_srv_rate,0.010963088746419072
count,0.008047052305912612
dst_host_srv_count,0.007897869070888195
num_root,0.007045974487910202
srv_count,0.006497387855063321
num_access_files,0.00619160923521299
num_failed_logins,0.003981266820851094
num_compromised,0.002769204290389539
dst_host_srv_diff_host_rate,0.0024078242644283835
flag,0.001966057572742427
hot,0.0017568460347194487
service,0.0016847864634781076
duration,0.0010926316342263298
protocol_type,0.000929385027944537
src_bytes,0.0007927795832192175
dst_bytes,0.0007584253111108534
num_outbound_cmds,0.0
