feature,avg_abs_weight
rerror_rate,0.06495973494087882
is_guest_login,0.0561517301535235
srv_rerror_rate,0.04417973708819068
root_shell,0.04417226344904484
same_srv_rate,0.043955228058005946
land,0.029785206964012278
srv_serror_rate,0.028884437194916384
wrong_fragment,0.028845271663378566
num_shells,0.028463274845647184
dst_host_same_src_port_rate,0.026358762830832373
srv_diff_host_rate,0.0255638810619483
dst_host_srv_rerror_rate,0.024684080357903312
is_host_login,0.023699245157547996
diff_srv_rate,0.022454009271804198
serror_rate,0.0217598886071434
dst_host_rerror_rate,0.020587528556309433
urgent,0.020252002005655
dst_host_count,0.018948295240035627
dst_host_srv_serror_rate,0.01852351774232267
su_attempted,0.017948099222119512
logged_in,0.014575502188604601
srv_count,0.013176775896746783
num_file_creations,0.012968217624418951
dst_host_serror_rate,0.012652932078654035
dst_host_diff_srv_rate,0.012434048860262123
num_root,0.009876592741299369
dst_host_same_srv_rate,0.008906418803827518
count,0.008079006914693538
dst_host_srv_count,0.00705325288646147
num_access_files,0.004368781700137012
num_compromised,0.0033053072581182056
num_failed_logins,0.0027005482412791656
dst_host_srv_diff_host_rate,0.002287321317732695
hot,0.0015717079655520536
duration,0.001343360481224509
src_bytes,0.0013375186189832652
service,0.001205613793589571
flag,0.00113033534592016
dst_bytes,0.0008475945295302818
protocol_type,0.0007800915250740325
num_outbound_cmds,0.0
